TicketID,ApplicationName,AssignmentGroup,Status,Category,Subcategory,Urgency,Priority,Impact,ReassignmentCount
INC4348386,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,4,3,0
INC4348191,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,4,3,0
INC4580722,ITRON SUPPORT,ITRON SUPPORT,Closed,Network,Unknown,1,3,3,1
INC4580710,ITRON SUPPORT,ITRON SUPPORT,Closed,Network,Unknown,2,3,2,1
INC4530823,ITRON SUPPORT,ITRON SUPPORT,Closed,Business Application,Unknown,3,4,3,3
INC4476059,ITRON SUPPORT,ITRON SUPPORT,Closed,Business Application,Distribution,3,4,3,1
INC4581180,EB SUPPORT,EB SUPPORT,Reassigned,Business Application,Corporate,3,4,3,1
INC4549998,EB SUPPORT,EB SUPPORT,In Progress,Business Application,Nuclear,3,4,3,1
INC4516484,EB SUPPORT,EB SUPPORT,In Progress,Business Application,Nuclear,3,4,3,1
INC4516021,EB SUPPORT,EB SUPPORT,In Progress,Business Application,Unknown,3,4,3,1
INC4436471,EB SUPPORT,EB SUPPORT,In Progress,Business Application,Unknown,3,4,3,1
INC3995310,EB SUPPORT,EB SUPPORT,Closed,Business Application,Enterprise Apps,2,3,2,6
INC4630727,PACE SUPPORT,PACE SUPPORT,Closed,Inquiry / Help,Unknown,2,4,3,1
INC4657806,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Business Application,Unknown,3,4,3,2
INC4616030,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Business Application,Unknown,3,4,3,3
INC4599466,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,On Hold,Business Application,Unknown,3,4,3,2
INC4657051,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4657018,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4656779,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4653469,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4643525,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4637941,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Business Application,Customer Care,2,3,2,1
INC4637881,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4631647,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4631626,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4631478,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4631322,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4628488,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4626658,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4618710,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4616676,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4616590,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4603023,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4603022,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4603019,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4602823,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4599117,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4599116,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4585018,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4551167,FIELD DEVELOPMENT,FIELD DEVELOPMENT,Closed,Infrastructure Management Tools,Monitoring,2,3,2,1
INC4655736,LARGE POWER BILLING,LARGE POWER BILLING,Closed,Business Application,Unknown,1,3,3,1
INC4272294,LARGE POWER BILLING,LARGE POWER BILLING,Closed,Business Application,Corporate,3,4,3,3
INC4656516,AM/FM,AM/FM,Closed,Business Application,Unknown,3,4,3,1
INC4655769,AM/FM,AM/FM,Closed,Business Application,Unknown,3,4,3,1
INC4654514,AM/FM,AM/FM,Reassigned,Business Application,Unknown,3,4,3,1
INC4650922,AM/FM,AM/FM,Closed,Business Application,Distribution,3,4,3,1
INC4641552,AM/FM,AM/FM,Closed,Business Application,Unknown,3,4,3,1
INC3090629,AM/FM,AM/FM,On Hold,Inquiry / Help,Unknown,3,4,3,1
INC4655810,NUCLEAR SUPPORT,NUCLEAR SUPPORT,Closed,Inquiry / Help,Unknown,3,4,3,1
INC4650840,NUCLEAR SUPPORT,NUCLEAR SUPPORT,Closed,Infrastructure Management Tools,Monitoring,3,4,3,0
INC4626757,NUCLEAR SUPPORT,NUCLEAR SUPPORT,Reassigned,Business Application,Nuclear,3,4,3,1
INC4626746,NUCLEAR SUPPORT,NUCLEAR SUPPORT,Cancelled,Business Application,Nuclear,3,4,3,3
INC4613191,NUCLEAR SUPPORT,NUCLEAR SUPPORT,Closed,Inquiry / Help,Unknown,1,2,2,1
INC4598995,NUCLEAR SUPPORT,NUCLEAR SUPPORT,In Progress,Business Application,Unknown,3,4,3,0
INC4412687,NUCLEAR SUPPORT,NUCLEAR SUPPORT,Closed,Software,Operating System,3,4,3,1
INC4612143,BW MAINTENANCE SUPPORT,BW MAINTENANCE SUPPORT,Closed,Inquiry / Help,Unknown,3,4,3,0
INC4599496,OIT - IT FOSSIL SUP OPERATIONS SYS,OIT - IT FOSSIL SUP OPERATIONS SYS,Closed,Business Application,Unknown,3,4,3,1
INC4657601,T2R IT interface support,T2R IT interface support,Closed,Business Application,Unknown,3,4,3,1
INC4614180,T2R IT interface support,T2R IT interface support,Closed,Inquiry / Help,Unknown,3,4,3,1
INC4601969,T2R IT interface support,T2R IT interface support,Closed,Business Application,Unknown,3,4,3,1
INC4599709,T2R IT interface support,T2R IT interface support,Closed,Business Application,Unknown,3,4,3,1
INC4629471,WEB SOLUTIONS,WEB SOLUTIONS,Closed,Software,Unknown,3,4,3,1
INC4656122,PCRS SUPPORT,PCRS SUPPORT,Resolved,Business Application,Unknown,3,4,3,1
INC4449425,PCRS SUPPORT,PCRS SUPPORT,Closed,Business Application,Unknown,3,4,3,1
INC4626632,CCS INTERFACES,CCS INTERFACES,Closed,Business Application,Customer Care,3,4,3,0
INC4612378,CCS INTERFACES,CCS INTERFACES,Closed,Business Application,Customer Care,3,4,3,0
INC4598568,CCS INTERFACES,CCS INTERFACES,Closed,Business Application,Customer Care,3,4,3,0
INC4650797,EDI RETAIL,EDI RETAIL,Closed,Business Application,System Software,3,4,3,0
INC4650272,EDI RETAIL,EDI RETAIL,Closed,Business Application,Customer Care,3,4,3,0
INC4650271,EDI RETAIL,EDI RETAIL,Closed,Business Application,System Software,3,4,3,0
INC4630715,EDI RETAIL,EDI RETAIL,Closed,Business Application,System Software,3,4,3,0
INC4614690,EDI RETAIL,EDI RETAIL,Closed,Business Application,System Software,3,4,3,0
INC4600334,EDI RETAIL,EDI RETAIL,Closed,Business Application,System Software,3,4,3,0
INC4598972,EDI RETAIL,EDI RETAIL,Closed,Business Application,Unknown,3,4,3,1
INC4626687,MDMS_ACN_PROD_SUPPORT,MDMS_ACN_PROD_SUPPORT,Closed,Business Application,Unknown,3,4,3,1
INC4533392,AIRSWEB SUPPORT,AIRSWEB SUPPORT,Closed,Business Application,Unknown,3,4,3,0
INC4596346,SAP_BASIS_DBA,SAP_BASIS_DBA,Closed,Infrastructure Management Tools,Monitoring,1,3,3,1
INC4532031,DIS SUPPORT,DIS SUPPORT,Closed,Business Application,Unknown,2,3,2,1
INC4614649,CAP-SHAREPOINT-SUPPORT,CAP-SHAREPOINT-SUPPORT,Closed,Business Application,Corporate,3,4,3,1
INC4601760,CAP-SHAREPOINT-SUPPORT,CAP-SHAREPOINT-SUPPORT,Closed,Business Application,Cloud Applications,3,4,3,1
INC4586081,CAP-SHAREPOINT-SUPPORT,CAP-SHAREPOINT-SUPPORT,On Hold,Business Application,Unknown,3,4,3,3
INC4637825,T & D IT APPS SUPPORT - SAIC,T & D IT APPS SUPPORT - SAIC,Closed,Business Application,Corporate,3,4,3,0
INC4637822,T & D IT APPS SUPPORT - SAIC,T & D IT APPS SUPPORT - SAIC,Closed,Business Application,Unknown,3,4,3,1
INC4653468,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Business Application,Unknown,3,4,3,0
INC4642660,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Business Application,Unknown,3,4,3,1
INC4641666,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Maximo,Unknown,1,2,2,3
INC4630306,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Business Application,Cloud Applications,3,4,3,2
INC4613989,CCS DISTRIBUTION MAINT,CCS DISTRIBUTION MAINT,Closed,Business Application,Unknown,3,4,3,1
INC4615661,CAP-MIDDLEWARE-WEBLOGIC-SUPPORT,CAP-MIDDLEWARE-WEBLOGIC-SUPPORT,Closed,Infrastructure Management Tools,Monitoring,1,3,3,1
INC4600001,OIT - SPO APPLICATION SUPPORT,OIT - SPO APPLICATION SUPPORT,Closed,Business Application,Unknown,3,4,3,1
INC4653526,Crystal Info,Crystal Info,Closed,Business Application,Unknown,3,4,3,4
INC3343527,T & D IT APPS SUPPORT (EzNAV-EzMapSet-FTP Mailer-Weidman),T & D IT APPS SUPPORT (EzNAV-EzMapSet-FTP Mailer-Weidman),On Hold,Inquiry / Help,Unknown,3,4,3,4
INC4630176,OIT - IT FOSSIL SUPPORT AIMM,OIT - IT FOSSIL SUPPORT AIMM,Closed,Business Application,Unknown,3,4,3,1
INC4599580,OIT - ENERGY DELIVERY APPS SUPPORT,OIT - ENERGY DELIVERY APPS SUPPORT,Closed,Business Application,Transmission,2,3,2,1
INC4657835,AMFM-ESRI,AMFM-ESRI,Cancelled,Business Application,Distribution,3,4,3,1
INC4657789,AMFM-ESRI,AMFM-ESRI,Cancelled,Business Application,System Software,3,4,3,1
INC4657691,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4657625,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,0
INC4657572,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4657482,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4655732,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,2
INC4653517,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4642050,AMFM-ESRI,AMFM-ESRI,Reassigned,Business Application,Unknown,3,4,3,1
INC4641646,AMFM-ESRI,AMFM-ESRI,Reassigned,Business Application,Unknown,3,4,3,1
INC4633337,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4615615,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4615288,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4615044,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,System Software,3,4,3,1
INC4614535,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4612907,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4612848,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Corporate,3,4,3,1
INC4601923,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4600634,AMFM-ESRI,AMFM-ESRI,Reassigned,Business Application,Unknown,3,4,3,1
INC4600510,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,1
INC4531173,AMFM-ESRI,AMFM-ESRI,Reassigned,Business Application,Unknown,3,4,3,1
INC3953956,AMFM-ESRI,AMFM-ESRI,Closed,Business Application,Unknown,3,4,3,2
INC3950763,AMFM-ESRI,AMFM-ESRI,On Hold,Business Application,Unknown,3,4,3,2
INC4641371,OIT - IT FOSSIL SUP PLANT APPS,OIT - IT FOSSIL SUP PLANT APPS,Resolved,Business Application,Unknown,3,4,3,1
INC4637842,OIT - IT FOSSIL SUP PLANT APPS,OIT - IT FOSSIL SUP PLANT APPS,Closed,Business Application,Unknown,3,4,3,1
INC4668148,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4668145,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4667880,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4666571,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4666157,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4663395,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4663107,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4662823,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4660847,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4659958,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4659649,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658468,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658448,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658444,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658430,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658404,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658362,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658348,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658347,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658312,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658284,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658268,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658232,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658220,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658186,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658145,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658070,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658067,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658053,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658048,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658039,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658030,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4658002,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657989,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657972,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657964,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657961,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657957,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657953,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657948,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657941,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657940,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657924,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657910,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657909,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657908,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657905,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657895,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657891,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657890,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657885,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657884,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657882,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657881,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657879,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657877,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657876,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657872,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657871,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657868,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657867,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657866,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657865,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657863,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657810,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Monitoring,3,4,3,1
INC4657218,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657169,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657166,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657157,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657135,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657103,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657098,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657089,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657085,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657062,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657033,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Closed,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4657020,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
INC4656998,CAP-MIDDLEWARE-TIBCO-SUPPORT,CAP-MIDDLEWARE-TIBCO-SUPPORT,Cancelled,Infrastructure Management Tools,Shared Services,2,3,2,0
